CFSLGR_DataFile,,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,,
íËäi,100,100,,2,2,2,,,0.276826389
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],,,
3.5642,0.09,0.09,-0.13,0.001,0.004,0.002,,,
3.565,0.04,0.07,-0.07,0.001,0.002,0.001,,,
3.5658,0,0.07,0,0.001,-0.001,0.001,,,
3.5667,-0.02,0.09,0.03,0,-0.003,0.001,,,
3.5675,-0.04,0.07,0.08,0.001,-0.002,0.001,,,
3.5683,-0.01,0.06,0.15,0.002,-0.003,0.001,,,
3.5692,-0.07,0.1,0.08,0,-0.005,0.001,,,
3.57,-0.1,0.09,0.01,0.002,-0.005,0.001,,,
3.5708,-0.07,0.05,0.01,0.004,-0.002,0.002,,,
3.5717,-0.05,0.03,-0.08,0.004,0,0.002,,,
3.5725,-0.01,0.02,0,0.005,0.001,0.002,,,
3.5733,0.02,0.01,0.05,0.008,0.008,0.002,,,
3.5742,0.1,-0.03,0.2,0.009,0.01,0.003,,,
3.575,0.09,0.02,0.07,0.009,0.01,0.002,,,
3.5758,0.09,-0.05,0.19,0.012,0.014,0.003,,,
3.5767,0.12,0,0.16,0.011,0.015,0.001,,,
3.5775,0.13,0.01,0.1,0.011,0.016,0.002,,,
3.5783,0.16,-0.05,0.2,0.014,0.016,0.001,,,
3.5792,0.15,-0.06,0.22,0.013,0.016,0.001,,,
3.58,0.14,-0.06,0.25,0.012,0.014,0.001,,,
3.5808,0.14,-0.07,0.28,0.013,0.013,0.001,,,
3.5817,0.12,-0.07,0.3,0.013,0.009,0.001,,,
3.5825,0.05,-0.01,0.17,0.009,0.005,0,,,
3.5833,0.04,-0.02,0.21,0.008,0.005,0.001,,,
3.5842,0.04,0.01,0.2,0.006,0.003,-0.001,,,
3.585,0.03,0.05,0.14,0.004,0,0,,,
3.5858,0,0.05,0.08,0.004,-0.002,-0.001,,,
3.5867,0.01,0,0.13,0.005,-0.001,-0.001,,,
3.5875,0,0,0.1,0.005,-0.001,-0.001,,,
3.5883,0.02,0,0.11,0.005,-0.002,-0.001,,,
3.5892,0.01,-0.02,0.13,0.007,-0.002,-0.001,,,
3.59,0.01,0.01,-0.05,0.008,-0.002,-0.001,,,
3.5908,-0.02,-0.01,-0.08,0.01,-0.005,-0.002,,,
3.5917,-0.01,-0.09,0.09,0.009,-0.003,-0.001,,,
3.5925,0.02,-0.04,0.2,0.007,-0.001,-0.002,,,
3.5933,0.01,0.03,0.34,0.005,-0.001,-0.002,,,
3.5942,0.07,0.02,0.57,0.007,-0.001,-0.002,,,
3.595,0.08,0.08,0.69,0.009,-0.001,-0.002,,,
3.5958,0.12,0.18,0.8,0.01,-0.001,-0.003,,,
3.5967,0.12,0.23,0.78,0.015,-0.003,-0.003,,,
3.5975,0.11,0.32,0.52,0.019,-0.007,-0.003,,,
3.5983,0.14,0.35,0.29,0.025,-0.009,-0.004,,,
3.5992,0.15,0.22,0.13,0.038,-0.014,-0.004,,,
3.6,0.13,0.15,0.05,0.049,-0.02,-0.004,,,
3.6008,0.02,0.11,0.11,0.059,-0.028,-0.004,,,
3.6017,-0.01,-0.05,0.1,0.076,-0.035,-0.004,,,
3.6025,-0.1,-0.14,0.16,0.091,-0.043,-0.004,,,
3.6033,-0.23,-0.2,0.22,0.102,-0.053,-0.004,,,
3.6042,-0.29,-0.35,0.12,0.118,-0.062,-0.004,,,
3.605,-0.42,-0.46,0.29,0.132,-0.069,-0.003,,,
3.6058,-0.45,-0.57,0.29,0.143,-0.076,-0.004,,,
3.6067,-0.42,-0.64,0.2,0.155,-0.076,-0.004,,,
3.6075,-0.36,-0.7,0.26,0.165,-0.075,-0.004,,,
3.6083,-0.33,-0.67,0,0.168,-0.078,-0.004,,,
3.6092,-0.34,-0.6,-0.01,0.17,-0.076,-0.003,,,
3.61,-0.22,-0.58,0.08,0.174,-0.074,-0.004,,,
3.6108,-0.19,-0.55,0.2,0.174,-0.072,-0.003,,,
3.6117,-0.17,-0.5,0.23,0.175,-0.071,-0.003,,,
3.6125,-0.16,-0.42,0.37,0.172,-0.067,-0.003,,,
3.6133,-0.09,-0.29,0.29,0.168,-0.065,-0.004,,,
3.6142,-0.09,-0.29,0.39,0.168,-0.064,-0.003,,,
3.615,-0.05,-0.34,0.43,0.168,-0.064,-0.004,,,
3.6158,-0.07,-0.38,0.5,0.165,-0.062,-0.004,,,
3.6167,-0.05,-0.33,0.5,0.161,-0.063,-0.004,,,
3.6175,-0.11,-0.37,0.73,0.161,-0.064,-0.003,,,
3.6183,-0.11,-0.33,0.9,0.157,-0.066,-0.004,,,
3.6192,-0.19,-0.35,0.97,0.155,-0.064,-0.004,,,
3.62,-0.17,-0.26,0.89,0.146,-0.063,-0.004,,,
3.6208,-0.22,-0.25,0.68,0.142,-0.062,-0.004,,,
3.6217,-0.17,-0.21,0.51,0.133,-0.059,-0.003,,,
3.6225,-0.14,-0.2,0.51,0.131,-0.055,-0.004,,,
3.6233,-0.15,-0.31,0.29,0.122,-0.056,-0.002,,,
3.6242,-0.14,-0.35,0.3,0.117,-0.056,-0.002,,,
3.625,-0.22,-0.37,0.34,0.11,-0.054,-0.002,,,
3.6258,-0.2,-0.31,0.48,0.101,-0.051,-0.002,,,
3.6267,-0.25,-0.28,0.38,0.091,-0.049,-0.001,,,
3.6275,-0.21,-0.16,0.49,0.078,-0.044,-0.001,,,
3.6283,-0.22,-0.16,0.44,0.07,-0.038,-0.001,,,
3.6292,-0.12,-0.12,0.42,0.055,-0.032,0,,,
3.63,-0.1,-0.07,0.3,0.043,-0.027,-0.001,,,
3.6308,-0.05,0,0.4,0.031,-0.02,0,,,
3.6317,-0.01,0.05,0.46,0.021,-0.015,-0.001,,,
3.6325,0,0.11,0.58,0.008,-0.009,0,,,
3.6333,0.03,0.19,0.63,0,-0.005,-0.001,,,
3.6342,0.02,0.25,0.66,-0.006,-0.002,0,,,
3.635,0.03,0.28,0.68,-0.007,-0.002,-0.001,,,
3.6358,-0.01,0.27,0.69,-0.006,-0.001,0,,,
3.6367,0.06,0.23,0.61,-0.006,0,-0.001,,,
3.6375,0.06,0.18,0.59,-0.005,-0.001,0,,,
3.6383,0.05,0.18,0.56,-0.004,0,0,,,
3.6392,0.05,0.2,0.38,-0.009,0,-0.001,,,
3.64,0.06,0.29,0.24,-0.011,0.001,-0.001,,,
3.6408,0.04,0.28,0.14,-0.01,0,0,,,
3.6417,0.02,0.24,0.16,-0.008,-0.001,0,,,
3.6425,0.01,0.19,0.2,-0.006,-0.001,0,,,
3.6433,0.05,0.15,0.18,-0.005,0,0,,,
3.6442,0.06,0.13,0.25,-0.004,0.001,0,,,
3.645,-0.04,0.15,0.23,-0.004,-0.005,0,,,
3.6458,-0.1,0.08,0.34,0.002,-0.007,0.002,,,
3.6467,0,-0.05,0.29,0.005,0.002,0.002,,,
3.6475,0.09,0.02,0.15,0.002,0.001,0.002,,,
3.6483,-0.04,-0.01,0.27,0.005,-0.002,0.004,,,
3.6492,0,-0.05,0.3,0.008,0.001,0.005,,,
3.65,0.05,-0.02,0.11,0.004,0.003,0.004,,,
3.6508,0.06,-0.03,0.1,0.006,0.002,0.004,,,
3.6517,0.05,-0.09,0.17,0.009,0.005,0.004,,,
3.6525,0.06,0,0.02,0.006,0.005,0.004,,,
3.6533,0.09,0.04,-0.06,0.003,0.005,0.004,,,
3.6542,0.12,-0.02,0.02,0.005,0.008,0.003,,,
3.655,0.1,0.04,-0.05,0.003,0.007,0.002,,,
3.6558,0.08,0.1,-0.16,0.002,0.006,0.003,,,
3.6567,0.07,0.07,-0.1,0.002,0.006,0.002,,,
3.6575,0.07,0.07,-0.08,0.003,0.004,0.002,,,
3.6583,0.06,0.05,-0.11,0.002,0.003,0.002,,,
3.6592,0.03,0.07,-0.05,0.001,0.001,0.001,,,
3.66,0.01,0.03,0,0.002,0.001,0.002,,,
3.6608,-0.04,0.09,-0.08,-0.001,-0.003,0.001,,,
3.6617,-0.06,0.12,-0.13,-0.003,-0.004,0.002,,,
3.6625,-0.01,0.11,0.04,0,-0.002,0.001,,,
3.6633,-0.03,0.08,0.13,0.003,-0.003,0.002,,,
3.6642,-0.08,0.06,0.07,0,-0.003,0.002,,,
3.665,-0.01,0.06,0,0.003,-0.001,0.001,,,
3.6658,0.02,0.01,0.01,0.005,0.004,0.003,,,
3.6667,0.06,0.01,-0.03,0.006,0.004,0.001,,,
3.6675,0.1,-0.05,0.08,0.008,0.008,0.002,,,
3.6683,0.11,-0.09,0.13,0.01,0.009,0.001,,,
3.6692,0.08,-0.02,0.04,0.01,0.008,0.002,,,
3.67,0.05,-0.02,-0.01,0.01,0.007,0.001,,,
3.6708,0.07,-0.06,0.03,0.012,0.008,0.002,,,
3.6717,0.06,-0.06,0.01,0.011,0.007,0.001,,,
3.6725,0.09,-0.09,0.12,0.011,0.007,0.001,,,
3.6733,0.07,-0.1,0.19,0.009,0.006,0,,,
3.6742,0.05,-0.04,0.17,0.008,0.002,0,,,
3.675,0.02,-0.01,0.15,0.006,0,0,,,
3.6758,-0.03,0.06,0.14,0.003,-0.002,-0.001,,,
3.6767,-0.01,0.09,0.19,0.003,-0.002,-0.001,,,
3.6775,0.03,0.06,0.22,0.003,-0.001,-0.001,,,
3.6783,0.04,0.07,0.15,0.002,-0.001,-0.001,,,
3.6792,0.03,0.05,0.09,0.004,-0.001,-0.001,,,
3.68,0.04,0.01,0.07,0.005,0,-0.002,,,
3.6808,0.04,-0.02,0.06,0.007,0,-0.002,,,
3.6817,0.02,-0.02,0.05,0.007,0,-0.002,,,
3.6825,0.01,-0.03,0.15,0.006,-0.001,-0.002,,,
3.6833,0.03,0,0.18,0.006,0.001,-0.002,,,
3.6842,0.01,0.03,0.17,0.004,0,-0.002,,,
3.685,0.05,0.05,0.27,0.003,0.002,-0.002,,,
3.6858,0.09,0.09,0.33,0,0.004,-0.003,,,
3.6867,0.17,0.18,0.48,-0.006,0.009,-0.003,,,
3.6875,0.29,0.31,0.87,-0.012,0.013,-0.004,,,
3.6883,0.26,0.29,1.05,-0.002,0.012,-0.003,,,
3.6892,0.16,0.28,1.19,-0.005,0.006,-0.002,,,
3.69,0.17,0.48,0.79,-0.015,0.006,-0.006,,,
3.6908,0.2,0.6,0.14,-0.016,0.009,-0.005,,,
3.6917,0.24,0.47,-0.08,-0.003,0.007,-0.003,,,
3.6925,0.2,0.28,-0.13,0.004,0.002,-0.004,,,
3.6933,0.15,0.1,-0.14,0.012,-0.005,-0.006,,,
3.6942,0.08,-0.05,0.06,0.023,-0.007,-0.005,,,
3.695,-0.08,-0.04,0.09,0.026,-0.014,-0.006,,,
3.6958,-0.19,0.05,0.18,0.025,-0.022,-0.006,,,
3.6967,-0.18,0.02,0.47,0.038,-0.025,-0.005,,,
3.6975,-0.26,-0.16,0.58,0.057,-0.034,-0.004,,,
3.6983,-0.39,-0.14,0.28,0.064,-0.047,-0.005,,,
3.6992,-0.4,-0.25,0.04,0.075,-0.051,-0.004,,,
3.7,-0.22,-0.33,0.02,0.09,-0.049,-0.004,,,
3.7008,-0.22,-0.33,-0.07,0.098,-0.052,-0.004,,,
3.7017,-0.16,-0.36,-0.07,0.108,-0.054,-0.003,,,
3.7025,-0.2,-0.42,0.15,0.116,-0.056,-0.003,,,
3.7033,-0.18,-0.28,0.2,0.119,-0.057,-0.004,,,
3.7042,-0.23,-0.19,0.16,0.123,-0.057,-0.003,,,
3.705,-0.2,-0.13,0.31,0.13,-0.062,-0.003,,,
3.7058,-0.2,-0.18,0.24,0.136,-0.061,-0.003,,,
3.7067,-0.1,-0.21,0.2,0.142,-0.06,-0.003,,,
3.7075,-0.04,-0.4,0.41,0.154,-0.061,-0.002,,,
3.7083,-0.03,-0.44,0.45,0.16,-0.063,-0.003,,,
3.7092,-0.06,-0.51,0.56,0.168,-0.062,-0.003,,,
3.71,-0.03,-0.48,0.76,0.171,-0.063,-0.003,,,
3.7108,-0.12,-0.5,0.77,0.178,-0.067,-0.003,,,
3.7117,-0.2,-0.49,0.68,0.179,-0.068,-0.002,,,
3.7125,-0.17,-0.48,0.54,0.179,-0.066,-0.004,,,
3.7133,-0.15,-0.45,0.3,0.176,-0.065,-0.003,,,
3.7142,-0.1,-0.43,0.23,0.176,-0.069,-0.002,,,
3.715,-0.15,-0.61,0.26,0.178,-0.071,-0.001,,,
3.7158,-0.15,-0.63,0.43,0.176,-0.072,-0.002,,,
3.7167,-0.22,-0.66,0.62,0.174,-0.073,-0.001,,,
3.7175,-0.25,-0.58,0.79,0.166,-0.073,-0.001,,,
3.7183,-0.35,-0.47,0.67,0.157,-0.072,-0.002,,,
3.7192,-0.33,-0.36,0.73,0.146,-0.068,-0.001,,,
3.72,-0.29,-0.29,0.66,0.137,-0.065,-0.002,,,
3.7208,-0.29,-0.3,0.49,0.126,-0.058,0,,,
3.7217,-0.19,-0.21,0.35,0.113,-0.054,-0.002,,,
3.7225,-0.15,-0.26,0.42,0.103,-0.05,0,,,
3.7233,-0.1,-0.23,0.5,0.094,-0.043,0,,,
3.7242,-0.12,-0.19,0.61,0.08,-0.038,-0.001,,,
3.725,-0.12,-0.05,0.58,0.066,-0.034,-0.001,,,
3.7258,-0.15,-0.04,0.74,0.055,-0.028,0,,,
3.7267,-0.11,0.14,0.74,0.041,-0.022,-0.001,,,
3.7275,-0.11,0.14,0.75,0.028,-0.016,0,,,
3.7283,-0.04,0.15,0.69,0.019,-0.01,-0.001,,,
3.7292,0.03,0.15,0.74,0.008,-0.003,0,,,
3.73,0.06,0.24,0.63,-0.002,-0.002,-0.001,,,
3.7308,0.09,0.18,0.67,-0.005,0,0,,,
3.7317,0.04,0.25,0.56,-0.004,-0.002,-0.001,,,
3.7325,0.01,0.28,0.3,-0.004,-0.001,0.001,,,
3.7333,-0.04,0.3,-0.01,-0.009,-0.003,-0.002,,,
3.7342,-0.03,0.19,0.02,-0.005,-0.005,0,,,
3.735,-0.03,0.15,0.04,-0.004,-0.003,-0.001,,,
3.7358,0.03,0.11,0.17,-0.003,0.002,0,,,
3.7367,0.11,0.12,0.21,-0.004,-0.002,0,,,
3.7375,-0.02,0.12,0.2,-0.003,-0.009,0.002,,,
3.7383,-0.16,0.07,0.26,0.005,-0.004,0.001,,,
3.7392,-0.04,0.02,0.21,0.006,0.005,0.001,,,
3.74,0.15,-0.01,0.25,0.001,-0.001,0.003,,,
3.7408,-0.03,-0.03,0.21,0.009,-0.002,0.004,,,
3.7417,-0.03,-0.13,0.14,0.011,0.004,0.004,,,
3.7425,0.11,-0.02,0.08,0.006,0.006,0.003,,,
3.7433,0.14,-0.08,0.15,0.008,0.006,0.004,,,
3.7442,0.1,-0.12,0.06,0.011,0.006,0.004,,,
3.745,0.11,-0.06,-0.07,0.006,0.007,0.004,,,
3.7458,0.12,0.05,-0.05,0.004,0.009,0.003,,,
3.7467,0.14,0.04,-0.07,0.004,0.01,0.004,,,
3.7475,0.14,0.07,-0.13,0.002,0.008,0.003,,,
3.7483,0.13,0.1,-0.08,0.001,0.005,0.003,,,
3.7492,0.08,0.09,-0.21,-0.001,0.004,0.002,,,
3.75,0.01,0.11,-0.5,-0.003,0,0.003,,,
3.7508,0,0.1,-0.41,0,-0.001,0.001,,,
3.7517,0.01,-0.01,-0.06,0.006,0.001,0.002,,,
3.7525,0.07,-0.01,0.02,0.002,-0.004,0.003,,,
3.7533,-0.04,0.08,0.13,0,-0.005,0.003,,,
3.7542,-0.08,0.06,0.26,0.003,-0.004,0.001,,,
3.755,-0.11,0.07,0.21,0,-0.007,0.003,,,
3.7558,-0.13,0.16,0.15,-0.001,-0.007,0.001,,,
3.7567,-0.11,0.06,0.21,0.004,-0.004,0.001,,,
3.7575,-0.02,0,0.14,0.004,-0.004,0.001,,,
3.7583,-0.01,0,0.04,0.003,-0.002,0.002,,,
3.7592,0.03,0.01,0.06,0.004,-0.001,0.001,,,
3.76,0.01,0.04,0.09,0.004,0.001,0.002,,,
3.7608,0,0.08,0.14,0.004,0.003,0.001,,,
3.7617,0.06,0.08,0.16,0.007,0.006,0.002,,,
3.7625,0.08,0.02,0.14,0.009,0.007,0.001,,,
3.7633,0.08,0,0.09,0.011,0.011,0,,,
3.7642,0.07,-0.06,0.14,0.013,0.011,0,,,
3.765,0.17,-0.15,0.18,0.013,0.013,0.001,,,
3.7658,0.19,-0.12,0.17,0.013,0.013,0,,,
3.7667,0.09,-0.08,0.13,0.011,0.008,0.001,,,
3.7675,0.08,-0.05,0.2,0.012,0.007,0.001,,,
3.7683,0.06,-0.05,0.25,0.01,0.005,0,,,
3.7692,0,0.01,0.15,0.007,0.001,0,,,
3.77,0.03,0,0.19,0.007,0.002,0,,,
3.7708,0.05,0,0.1,0.007,0.001,-0.001,,,
3.7717,0.03,0.01,-0.01,0.007,-0.002,-0.001,,,
3.7725,0.01,-0.04,-0.04,0.008,-0.002,0,,,
3.7733,0.04,-0.06,0.15,0.007,0,-0.002,,,
3.7742,0.04,-0.02,0.18,0.005,0,-0.002,,,
3.775,-0.01,0.04,0.24,0.004,-0.002,-0.002,,,
3.7758,0,0.05,0.38,0.004,-0.001,-0.002,,,
3.7767,0.04,0.12,0.44,0.005,-0.001,-0.003,,,
3.7775,0.04,0.12,0.68,0.01,-0.004,-0.001,,,
3.7783,0.07,0.13,0.83,0.018,-0.005,-0.003,,,
3.7792,0.09,0.13,0.85,0.027,-0.008,-0.003,,,
3.78,0.06,0.12,0.61,0.034,-0.011,-0.003,,,
3.7808,0.1,0.14,0.34,0.043,-0.013,-0.004,,,
3.7817,0.13,0.16,0.24,0.053,-0.018,-0.003,,,
3.7825,0.13,0.1,0.23,0.067,-0.023,-0.004,,,
3.7833,0.08,-0.02,0.29,0.083,-0.031,-0.003,,,
3.7842,0.02,-0.08,0.36,0.093,-0.036,-0.004,,,
3.785,-0.06,-0.09,0.22,0.104,-0.044,-0.005,,,
3.7858,-0.14,-0.15,0.3,0.119,-0.054,-0.003,,,
3.7867,-0.21,-0.25,0.45,0.133,-0.061,-0.003,,,
3.7875,-0.24,-0.36,0.27,0.147,-0.068,-0.004,,,
3.7883,-0.25,-0.48,0.28,0.16,-0.073,-0.003,,,
3.7892,-0.3,-0.6,0.21,0.174,-0.079,-0.004,,,
3.79,-0.4,-0.62,0.06,0.182,-0.089,-0.004,,,
3.7908,-0.4,-0.67,0.15,0.19,-0.09,-0.002,,,
3.7917,-0.37,-0.68,0.11,0.199,-0.092,-0.004,,,
3.7925,-0.45,-0.7,0.13,0.202,-0.098,-0.002,,,
3.7933,-0.48,-0.68,0.11,0.206,-0.099,-0.003,,,
3.7942,-0.4,-0.69,0.23,0.209,-0.095,-0.002,,,
3.795,-0.33,-0.7,0.34,0.212,-0.093,-0.002,,,
3.7958,-0.3,-0.66,0.41,0.211,-0.091,-0.002,,,
3.7967,-0.28,-0.67,0.41,0.21,-0.089,-0.002,,,
3.7975,-0.28,-0.58,0.35,0.202,-0.086,-0.002,,,
3.7983,-0.19,-0.49,0.24,0.198,-0.08,-0.002,,,
3.7992,-0.12,-0.45,0.39,0.193,-0.076,-0.002,,,
3.8,-0.12,-0.49,0.48,0.192,-0.076,-0.002,,,
3.8008,-0.15,-0.48,0.58,0.184,-0.072,-0.002,,,
3.8017,-0.12,-0.38,0.6,0.176,-0.071,-0.003,,,
3.8025,-0.17,-0.39,0.72,0.171,-0.069,-0.001,,,
3.8033,-0.14,-0.32,0.76,0.163,-0.067,-0.002,,,
3.8042,-0.14,-0.32,0.68,0.153,-0.065,-0.002,,,
3.805,-0.13,-0.28,0.57,0.144,-0.061,-0.001,,,
3.8058,-0.13,-0.31,0.48,0.137,-0.059,-0.001,,,
3.8067,-0.17,-0.29,0.35,0.124,-0.056,-0.001,,,
3.8075,-0.1,-0.25,0.37,0.116,-0.052,-0.001,,,
3.8083,-0.11,-0.31,0.55,0.109,-0.048,0,,,
3.8092,-0.15,-0.25,0.67,0.098,-0.046,-0.001,,,
3.81,-0.21,-0.27,0.68,0.087,-0.043,0,,,
3.8108,-0.2,-0.15,0.67,0.071,-0.037,-0.001,,,
3.8117,-0.12,-0.08,0.64,0.059,-0.031,0,,,
3.8125,-0.09,-0.03,0.68,0.045,-0.025,0.001,,,
3.8133,-0.03,0.04,0.64,0.033,-0.019,0,,,
3.8142,0,0.06,0.61,0.021,-0.012,0.001,,,
3.815,0.03,0.14,0.63,0.009,-0.008,0,,,
3.8158,0,0.18,0.64,0.002,-0.004,0.001,,,
3.8167,0.01,0.22,0.64,-0.003,-0.002,0,,,
3.8175,0.01,0.19,0.57,-0.004,-0.002,0,,,
3.8183,0,0.14,0.69,-0.002,-0.004,0.001,,,
3.8192,-0.09,0.23,0.49,-0.006,-0.006,0,,,
3.82,-0.01,0.16,0.5,-0.004,-0.003,0,,,
3.8208,0.04,0.15,0.59,-0.002,-0.002,0.001,,,
3.8217,0.02,0.21,0.57,-0.005,-0.003,0.001,,,
3.8225,0.01,0.24,0.54,-0.006,-0.003,0.001,,,
3.8233,-0.01,0.3,0.48,-0.009,-0.002,0.001,,,
3.8242,0.01,0.28,0.43,-0.01,-0.002,0,,,
3.825,0.01,0.19,0.43,-0.007,-0.003,0,,,
3.8258,0.02,0.16,0.4,-0.004,-0.002,0.001,,,
3.8267,-0.03,0.23,0.18,-0.007,-0.003,0,,,
3.8275,-0.03,0.19,0.1,-0.007,-0.004,0.001,,,
3.8283,-0.01,0.14,0.17,-0.004,-0.003,0.001,,,
3.8292,-0.02,0.18,0.17,-0.006,-0.004,0.001,,,
3.83,-0.05,0.17,0.16,-0.005,-0.006,0.002,,,
3.8308,-0.09,0.13,0.34,-0.004,-0.006,0.003,,,
3.8317,-0.04,0.09,0.35,0,-0.001,0.004,,,
3.8325,0.06,0.04,0.35,0.002,0.003,0.004,,,
3.8333,-0.03,0.08,0.13,0,-0.003,0.004,,,
3.8342,-0.04,-0.04,0.14,0.005,-0.001,0.006,,,
3.835,0.06,-0.11,0.17,0.008,0.005,0.005,,,
3.8358,0.09,-0.13,0.07,0.009,0.006,0.006,,,
3.8367,0.09,-0.14,-0.06,0.012,0.009,0.006,,,
3.8375,0.16,-0.12,0.01,0.012,0.014,0.006,,,
3.8383,0.16,-0.03,-0.03,0.008,0.015,0.006,,,
3.8392,0.18,-0.01,-0.09,0.006,0.016,0.005,,,
3.84,0.19,0.01,0,0.006,0.015,0.005,,,
3.8408,0.15,0.07,-0.01,0.002,0.014,0.005,,,
3.8417,0.1,0.13,-0.06,-0.001,0.011,0.004,,,
3.8425,0.06,0.11,-0.01,-0.002,0.006,0.004,,,
3.8433,0.01,0.14,0.03,-0.003,0.002,0.003,,,
3.8442,0.01,0.13,0.05,-0.004,0.002,0.003,,,
3.845,-0.04,0.12,-0.08,-0.004,0,0.003,,,
3.8458,0.01,0.19,-0.3,-0.007,0,0.003,,,
3.8467,-0.05,0.16,0.15,-0.002,0.003,0.003,,,
3.8475,-0.05,0,0.26,0.003,-0.001,0.004,,,
3.8483,-0.05,0.02,0.1,-0.002,-0.006,0.003,,,
3.8492,-0.15,0.06,0.23,0.001,-0.003,0.003,,,
3.85,-0.06,0.01,0.25,0.006,-0.001,0.003,,,
3.8508,-0.06,0.01,0.19,0.003,-0.004,0.003,,,
3.8517,-0.05,0.05,0.19,0.005,-0.003,0.003,,,
3.8525,-0.02,-0.03,0.18,0.008,0,0.003,,,
3.8533,0.03,-0.02,0.09,0.007,0.003,0.003,,,
3.8542,0.06,0.01,-0.01,0.007,0.006,0.002,,,
3.855,0.1,-0.03,-0.01,0.01,0.009,0.003,,,
3.8558,0.13,-0.01,-0.03,0.01,0.012,0.001,,,
3.8567,0.15,-0.05,-0.1,0.009,0.012,0.002,,,
3.8575,0.09,-0.05,0.12,0.011,0.012,0.002,,,
3.8583,0.16,-0.06,0.08,0.01,0.011,0.001,,,
3.8592,0.08,0.01,-0.08,0.007,0.009,0.001,,,
3.86,0.03,0.03,0.02,0.012,0.007,0.001,,,
3.8608,0.06,-0.07,0.06,0.01,0.007,0.001,,,
3.8617,0.04,-0.06,-0.03,0.009,0.006,0,,,
3.8625,0.03,-0.06,0.24,0.01,0,0.001,,,
3.8633,0,-0.09,0.17,0.009,-0.002,0.001,,,
3.8642,-0.03,-0.05,0.12,0.008,-0.003,0.001,,,
3.865,-0.05,-0.04,0.1,0.008,-0.004,0,,,
3.8658,-0.06,-0.06,0.14,0.01,-0.003,0.001,,,
3.8667,-0.05,-0.08,0.08,0.009,-0.003,0,,,
3.8675,-0.05,-0.09,0,0.009,-0.003,0.001,,,
3.8683,-0.03,-0.11,0.01,0.009,-0.003,0.001,,,
3.8692,-0.02,-0.07,0.06,0.007,-0.003,0.001,,,
3.87,-0.02,-0.03,0.1,0.005,-0.003,0.001,,,
3.8708,-0.01,0,0.14,0.005,-0.002,0.001,,,
3.8717,0.01,0.03,0.13,0.003,-0.001,0,,,
3.8725,0.01,0.08,0.15,0.002,0,0.001,,,
3.8733,0.04,0.09,0.12,0.002,0.001,0,,,
3.8742,0.04,0.09,0.1,0.001,0.003,0,,,
3.875,0.09,0.1,0.08,-0.002,0.003,0,,,
3.8758,0.12,0.13,0.11,-0.006,0.004,0,,,
3.8767,0.15,0.23,0.15,-0.009,0.004,0,,,
3.8775,0.12,0.29,0.17,-0.013,0.002,0,,,
3.8783,0.09,0.36,0.17,-0.015,0.004,0,,,
3.8792,0.12,0.38,0.2,-0.016,0.003,-0.001,,,
3.88,0.09,0.39,0.33,-0.014,0.004,-0.001,,,
3.8808,0.15,0.36,0.8,-0.009,0.003,-0.001,,,
3.8817,0.09,0.2,0.91,-0.002,-0.003,-0.002,,,
3.8825,-0.05,0.14,0.68,-0.002,-0.006,-0.001,,,
3.8833,-0.11,0.15,0.47,0,-0.001,-0.004,,,
3.8842,-0.02,0.09,0.35,0.002,-0.002,-0.004,,,
3.885,-0.02,0.05,0.15,0.002,-0.005,-0.003,,,
3.8858,-0.03,0.05,0.09,0.006,-0.003,-0.004,,,
3.8867,-0.02,-0.07,0.07,0.01,-0.001,-0.005,,,
3.8875,0.03,-0.13,-0.01,0.009,-0.002,-0.005,,,
3.8883,-0.01,-0.09,0.03,0.009,-0.002,-0.005,,,
3.8892,-0.03,-0.05,0.07,0.009,0,-0.005,,,
3.89,0.01,0.04,-0.22,0.01,-0.001,-0.005,,,
3.8908,0.02,0.01,-0.39,0.014,-0.005,-0.003,,,
3.8917,0.03,-0.13,-0.29,0.015,0,-0.003,,,
3.8925,0.1,-0.09,-0.15,0.012,0.001,-0.006,,,
3.8933,0.06,-0.04,0.01,0.009,-0.001,-0.004,,,
3.8942,0.06,0.05,0.22,0.009,0,-0.005,,,
3.895,0.01,0.1,0.23,0.012,-0.004,-0.005,,,
3.8958,-0.07,0.07,0.19,0.012,-0.007,-0.003,,,
3.8967,-0.07,0.09,0.18,0.013,-0.008,-0.004,,,
3.8975,-0.04,0.05,0.18,0.014,-0.008,-0.003,,,
3.8983,0.02,0.05,0.1,0.017,-0.008,-0.002,,,
3.8992,0.05,0.02,0.17,0.021,-0.011,-0.002,,,
3.9,0.01,-0.01,0.36,0.029,-0.014,-0.002,,,
3.9008,-0.09,-0.01,0.6,0.031,-0.017,-0.003,,,
3.9017,-0.07,0.05,0.75,0.036,-0.016,-0.001,,,
3.9025,-0.05,0.11,0.85,0.038,-0.016,-0.002,,,
3.9033,0,0.13,0.68,0.042,-0.015,-0.002,,,
3.9042,0.03,0.11,0.57,0.045,-0.013,-0.002,,,
3.905,0.17,0.04,0.65,0.054,-0.012,-0.003,,,
3.9058,0.15,-0.04,0.68,0.064,-0.013,-0.002,,,
3.9067,0.17,-0.07,0.58,0.072,-0.014,-0.003,,,
